,team_rank,team_name,team_http,team_id
122,123,中国台湾,//liansai.500.com/team/163/teamfixture/,163
123,123,马拉维,//liansai.500.com/team/99/teamfixture/,99
124,125,多哥,//liansai.500.com/team/76/teamfixture/,76
125,126,安提瓜和巴布达,//liansai.500.com/team/162/teamfixture/,162
126,126,立陶宛,//liansai.500.com/team/98/teamfixture/,98
127,128,苏丹,//liansai.500.com/team/105/teamfixture/,105
128,129,拉脱维亚,//liansai.500.com/team/92/teamfixture/,92
129,130,土库曼斯坦,//liansai.500.com/team/129/teamfixture/,129
130,130,安道尔,//liansai.500.com/team/137/teamfixture/,137
131,132,尼加拉瓜,//liansai.500.com/team/189/teamfixture/,189
132,133,也门,//liansai.500.com/team/144/teamfixture/,144
133,134,斯威士兰,//liansai.500.com/team/204/teamfixture/,204
134,135,圣基茨及尼维斯,//liansai.500.com/team/122/teamfixture/,122
135,136,卢旺达,//liansai.500.com/team/130/teamfixture/,130
136,137,安哥拉,//liansai.500.com/team/66/teamfixture/,66
137,138,缅甸,//liansai.500.com/team/155/teamfixture/,155
138,139,博茨瓦纳,//liansai.500.com/team/135/teamfixture/,135
139,140,坦桑尼亚,//liansai.500.com/team/148/teamfixture/,148
140,141,科索沃,//liansai.500.com/team/8183/teamfixture/,8183
141,142,中国香港,//liansai.500.com/team/147/teamfixture/,147
142,143,所罗门群岛,//liansai.500.com/team/142/teamfixture/,142
143,143,赤道几内亚,//liansai.500.com/team/188/teamfixture/,188
144,145,阿富汗,//liansai.500.com/team/207/teamfixture/,207
145,146,危地马拉,//liansai.500.com/team/75/teamfixture/,75
146,147,莱索托,//liansai.500.com/team/132/teamfixture/,132
147,148,布隆迪,//liansai.500.com/team/133/teamfixture/,133
148,149,科摩罗,//liansai.500.com/team/4934/teamfixture/,4934
149,150,马尔代夫,//liansai.500.com/team/150/teamfixture/,150
150,151,埃塞俄比亚,//liansai.500.com/team/131/teamfixture/,131
151,152,多米尼加共和国,//liansai.500.com/team/151/teamfixture/,151
152,153,苏里南,//liansai.500.com/team/143/teamfixture/,143
153,154,新喀里多尼亚,//liansai.500.com/team/4933/teamfixture/,4933
154,155,毛里求斯,//liansai.500.com/team/126/teamfixture/,126
155,156,南苏丹,//liansai.500.com/team/7300/teamfixture/,7300
156,157,塔希提,//liansai.500.com/team/113/teamfixture/,113
157,158,利比里亚,//liansai.500.com/team/82/teamfixture/,82
158,159,科威特,//liansai.500.com/team/81/teamfixture/,81
159,160,巴巴多斯,//liansai.500.com/team/111/teamfixture/,111
160,161,尼泊尔,//liansai.500.com/team/160/teamfixture/,160
161,162,瓦努阿图,//liansai.500.com/team/154/teamfixture/,154
162,163,伯利兹,//liansai.500.com/team/156/teamfixture/,156
163,164,印度尼西亚,//liansai.500.com/team/104/teamfixture/,104
164,165,斐济,//liansai.500.com/team/136/teamfixture/,136
165,166,巴布亚新几内亚,//liansai.500.com/team/169/teamfixture/,169
166,166,柬埔寨,//liansai.500.com/team/173/teamfixture/,173
167,168,格林纳达,//liansai.500.com/team/134/teamfixture/,134
168,169,新加坡,//liansai.500.com/team/118/teamfixture/,118
169,170,圣卢西亚,//liansai.500.com/team/123/teamfixture/,123
170,171,马来西亚,//liansai.500.com/team/120/teamfixture/,120
171,172,冈比亚,//liansai.500.com/team/141/teamfixture/,141
172,173,圣文森特和格林纳丁斯,//liansai.500.com/team/205/teamfixture/,205
173,173,波多黎各,//liansai.500.com/team/195/teamfixture/,195
174,175,乍得,//liansai.500.com/team/172/teamfixture/,172
175,175,摩尔多瓦,//liansai.500.com/team/109/teamfixture/,109
176,177,多米尼加,//liansai.500.com/team/5223/teamfixture/,5223
177,178,百慕大群岛,//liansai.500.com/team/168/teamfixture/,168
178,178,老挝,//liansai.500.com/team/165/teamfixture/,165
179,180,列支敦士登,//liansai.500.com/team/145/teamfixture/,145
180,181,古巴,//liansai.500.com/team/89/teamfixture/,89
181,182,圭亚那,//liansai.500.com/team/170/teamfixture/,170
182,183,不丹,//liansai.500.com/team/196/teamfixture/,196
183,184,马耳他,//liansai.500.com/team/119/teamfixture/,119
184,185,中国澳门,//liansai.500.com/team/184/teamfixture/,184
185,186,蒙古,//liansai.500.com/team/187/teamfixture/,187
186,186,圣多美和普林西比,//liansai.500.com/team/206/teamfixture/,206
187,188,阿鲁巴,//liansai.500.com/team/186/teamfixture/,186
188,188,塞舌尔,//liansai.500.com/team/183/teamfixture/,183
189,190,关岛,//liansai.500.com/team/197/teamfixture/,197
190,190,东帝汶,//liansai.500.com/team/2106/teamfixture/,2106
191,192,美属萨摩亚,//liansai.500.com/team/198/teamfixture/,198
192,192,库克群岛,//liansai.500.com/team/180/teamfixture/,180
193,194,孟加拉国,//liansai.500.com/team/153/teamfixture/,153
194,195,文莱,//liansai.500.com/team/190/teamfixture/,190
195,195,直布罗陀,//liansai.500.com/team/7402/teamfixture/,7402
196,197,萨摩亚,//liansai.500.com/team/159/teamfixture/,159
197,197,吉布提,//liansai.500.com/team/191/teamfixture/,191
198,199,美属维京群岛,//liansai.500.com/team/194/teamfixture/,194
199,200,斯里兰卡,//liansai.500.com/team/140/teamfixture/,140
200,201,巴基斯坦,//liansai.500.com/team/179/teamfixture/,179
201,202,开曼群岛,//liansai.500.com/team/171/teamfixture/,171
202,203,圣马力诺,//liansai.500.com/team/157/teamfixture/,157
203,204,英属维京群岛,//liansai.500.com/team/158/teamfixture/,158
204,204,蒙塞拉特,//liansai.500.com/team/200/teamfixture/,200
205,206,汤加,//liansai.500.com/team/174/teamfixture/,174
206,206,安圭拉,//liansai.500.com/team/193/teamfixture/,193
207,206,巴哈马,//liansai.500.com/team/185/teamfixture/,185
208,206,特克斯和凯科斯群岛,//liansai.500.com/team/199/teamfixture/,199
209,206,厄立特里亚,//liansai.500.com/team/164/teamfixture/,164
210,206,索马里,//liansai.500.com/team/192/teamfixture/,192
