id,team_id,team_name,name,code,birthday,height,weight,location,nationality,worth,contract_deadline,starting_number,substitute_number,assists
1752,3,埃及,阿博特里卡,,1978-11-07,182,79,前锋,埃及,0,-,-,-,-
1753,3,埃及,贺斯尼,,1984-11-01,172,-,前锋,埃及,0,-,-,-,-
1754,3,埃及,默罕墨德.加巴斯,,1987-07-21,184,77,前锋,埃及,25.5,2018-06-30,-,-,-
1755,3,埃及,M.萨基,,,-,-,前锋,埃及,0,-,-,-,-
1756,3,埃及,M.格杜,,1984-10-03,184,76,前锋,埃及,0,-,-,-,-
1757,3,埃及,萨拉赫.加利,10,1992-06-15,175,69,前锋,埃及,2975,2022-06-30,1/0,-,-
1758,3,埃及,B.莫西,,1988-07-26,-,-,前锋,埃及,0,-,-,-,-
1759,1,俄罗斯,查治索夫,,1963-09-02,-,-,主教练,俄罗斯,0,-,-,-,-
1760,1,俄罗斯,伊戈尔·阿金费耶夫,1,1986-04-08,186,78,守门员,俄罗斯,990,2019-06-30,21/0,-,-
1761,1,俄罗斯,马里纳托,,1985-12-12,195,78,守门员,俄罗斯,360,2019-12-31,-,2/0,-
1762,1,俄罗斯,亚历山大.贝莱诺夫,,1986-09-13,197,91,守门员,俄罗斯,510,2020-06-30,-,-,-
1763,1,俄罗斯,加布洛夫,30,1983-10-19,190,77,守门员,俄罗斯,81,2019-06-30,-,-,-
1764,1,俄罗斯,A.隆尼夫,99,1991-11-13,189,74,守门员,俄罗斯,450,2021-06-30,1/0,-,-
1765,1,俄罗斯,斯莫林科夫,28,1988-08-08,178,70,后卫,俄罗斯,720,2020-06-30,15/0,5/0,-
1766,1,俄罗斯,诺伊施塔特,3,1988-02-18,188,75,后卫,俄罗斯,270,2019-06-30,2/0,2/0,-
1767,1,俄罗斯,罗曼·什什金,,1987-01-27,177,73,后卫,俄罗斯,170,2020-06-30,2/0,3/0,-
1768,1,俄罗斯,伊尔亚·库特波夫,4,1993-07-29,192,79,后卫,俄罗斯,255,2021-06-30,3/0,-,-
1769,1,俄罗斯,尤里.加兹斯基,,1989-07-20,184,75,后卫,俄罗斯,383,2021-06-30,1/0,-,-
1770,1,俄罗斯,维克托·瓦辛,,1988-10-06,192,78,后卫,俄罗斯,180,2019-06-30,7/1,-,-
1771,1,俄罗斯,费奥多尔,13,1987-04-05,181,-,后卫,俄罗斯,298,2018-12-31,8/0,-,-
1772,1,俄罗斯,乔吉,,1993-11-21,188,-,后卫,俄罗斯,298,2021-06-30,6/0,-,-
1773,1,俄罗斯,鲁斯兰.科尔,,1990-01-01,180,79,后卫,俄罗斯,238,2017-06-30,-,1/0,-
1774,1,俄罗斯,K.劳施,22,1990-03-15,182,78,后卫,俄罗斯,180,2020-06-30,1/0,1/0,-
1775,1,俄罗斯,马里奥,2,1990-09-19,186,77,后卫,俄罗斯,1440,2022-06-30,1/0,-,-
1776,1,俄罗斯,谢利霍夫,12,1994-04-07,190,-,后卫,俄罗斯,298,2021-06-30,-,-,-
1777,1,俄罗斯,德米特里.孔巴罗夫,23,1987-01-22,182,69,中场,俄罗斯,298,2019-06-30,11/0,2/0,-
1778,1,俄罗斯,丹尼斯·格鲁沙科夫,8,1987-01-27,182,72,中场,俄罗斯,595,2019-06-30,13/2,7/2,-
1779,1,俄罗斯,亚历山大·戈洛文,17,1996-05-30,180,-,中场,俄罗斯,720,2021-06-30,11/0,4/2,-
1780,1,俄罗斯,尤里·季尔科夫,18,1983-08-20,178,75,中场,俄罗斯,135,2018-06-30,12/2,2/0,-
1781,1,俄罗斯,斯莫洛夫,11,1990-02-09,187,73,中场,俄罗斯,1020,2019-06-30,14/5,2/0,-
1782,1,俄罗斯,亚历山大,21,1989-10-13,195,76,中场,俄罗斯,450,2020-06-30,3/0,7/0,-
1783,1,俄罗斯,Z.罗马,47,1994-02-11,184,72,中场,俄罗斯,510,2021-06-30,4/0,-,-
1784,1,俄罗斯,达米特里.波洛斯,7,1991-07-12,183,73,中场,俄罗斯,630,2020-06-30,2/0,5/1,-
1785,1,俄罗斯,卡努尼科夫,,1991-07-14,184,74,中场,俄罗斯,340,2018-06-30,-,1/0,-
1786,1,俄罗斯,米兰楚克,15,1995-10-17,182,67,中场,俄罗斯,900,2021-06-30,4/0,4/1,-
1787,1,俄罗斯,丹尼斯·塞梅诺夫,5,1989-03-24,190,70,中场,俄罗斯,298,2019-06-30,1/0,-,-
1788,1,俄罗斯,德米里·塔拉索夫,,1987-03-18,192,84,中场,俄罗斯,180,2018-06-30,1/0,2/0,-
1789,1,俄罗斯,亚历山大.科科林,9,1991-03-19,183,72,中场,俄罗斯,675,2019-06-30,15/5,1/0,-
1790,1,俄罗斯,库兹亚耶夫,,1993-01-15,180,68,中场,俄罗斯,360,2020-06-30,2/0,-,-
1791,1,俄罗斯,V.伊格纳蒂耶夫,20,1987-01-20,180,73,中场,俄罗斯,252,2019-06-30,-,1/0,-
1792,1,俄罗斯,A.什韦茨,6,1993-04-26,191,76,中场,俄罗斯,12.8,2021-06-30,-,-,-
1793,1,俄罗斯,维拉迪米尔·格拉奈特,14,1987-05-22,184,80,中场,俄罗斯,102,2019-06-30,1/0,-,-
1794,1,俄罗斯,切里舍夫,27,1990-12-26,179,74,中场,俄罗斯,270,2021-06-30,-,-,-
1795,1,俄罗斯,亚历山大.萨梅多夫,19,1984-07-19,178,75,前锋,俄罗斯,255,2019-06-30,11/2,3/0,-
1796,1,俄罗斯,布克哈罗夫,,1985-03-12,193,83,前锋,俄罗斯,63,2018-06-30,2/0,3/0,-
1797,1,俄罗斯,阿兰·德萨戈耶夫,10,1990-06-17,179,70,前锋,俄罗斯,1170,2019-06-30,7/1,2/0,1
1798,1,俄罗斯,安东.森保路尼,24,1991-06-13,188,84,前锋,俄罗斯,135,2019-06-30,-,2/0,-
1799,4,乌拉圭,塔瓦雷斯,,1947-03-03,-,-,主教练,乌拉圭,0,-,-,-,-
1800,4,乌拉圭,坎帕尼亚,12,1989-05-29,186,-,守门员,乌拉圭,180,2021-06-30,-,1/0,-
1801,4,乌拉圭,费尔南多.穆斯莱拉,1,1986-06-16,190,74,守门员,乌拉圭,990,2021-06-30,25/0,-,-
1802,4,乌拉圭,马丁·席尔瓦,23,1983-03-25,186,80,守门员,乌拉圭,180,2019-12-31,5/0,-,-
1803,4,乌拉圭,G.古尔茨嘉,,1995-03-15,194,-,守门员,乌拉圭,225,2018-03-14,-,-,-
1804,4,乌拉圭,奎塔纳,,1983-03-04,186,85,守门员,乌拉圭,6.8,-,1/0,-,-
1805,4,乌拉圭,马克西姆利亚诺·佩雷拉,16,1984-06-08,173,72,后卫,乌拉圭,360,2019-06-30,21/0,1/0,-
1806,4,乌拉圭,迭戈.戈丁,3,1986-02-16,187,73,后卫,乌拉圭,3420,2019-06-30,24/3,-,-
1807,4,乌拉圭,阿尔瓦罗·佩雷拉,,1985-11-28,180,75,后卫,乌拉圭,135,2018-12-31,8/0,6/1,-
1808,4,乌拉圭,加斯顿施华,13,1994-03-05,183,74,后卫,乌拉圭,0,-,-,-,-
1809,4,乌拉圭,吉梅内斯,2,1995-01-20,185,80,后卫,乌拉圭,2520,2018-06-30,20/2,-,1
1810,4,乌拉圭,马蒂亚斯·科鲁霍,,1986-05-08,171,73,后卫,乌拉圭,126,2018-06-30,7/0,6/1,-
1811,4,乌拉圭,富西莱,,1984-11-19,178,77,后卫,乌拉圭,9,-,4/0,2/0,-
1812,4,乌拉圭,毛里西奥·维克托里诺,,1982-10-11,182,77,后卫,乌拉圭,11.3,-,3/0,-,-
1813,4,乌拉圭,加斯顿.席瓦尔,,1994-03-05,185,78,后卫,乌拉圭,108,2021-06-30,14/0,1/0,-
1814,4,乌拉圭,塞巴斯蒂安·科阿特斯,19,1990-10-07,196,85,后卫,乌拉圭,630,2022-06-30,12/1,-,-
1815,4,乌拉圭,古茲曼,,1991-05-16,182,-,后卫,乌拉圭,54,2017-12-31,-,-,-
1816,4,乌拉圭,F.瑞卡,,1994-12-01,178,71,后卫,乌拉圭,225,2020-06-30,-,1/0,-
1817,4,乌拉圭,本塔库尔,6,1997-06-05,185,73,后卫,乌拉圭,0,-,4/0,1/0,-
1818,4,乌拉圭,亚勒查洛,,1983-03-11,183,78,后卫,智利,0,-,-,2/0,-
1819,4,乌拉圭,L.毛里西奥,,1995-12-28,187,-,后卫,乌拉圭,540,2018-06-30,1/0,-,-
1820,4,乌拉圭,M.高美斯,18,1996-08-14,186,87,后卫,乌拉圭,360,2022-06-30,-,3/0,-
1821,4,乌拉圭,吉列尔莫-瓦雷拉,4,1993-03-24,174,65,后卫,乌拉圭,67.5,2020-06-30,2/0,-,-
1822,4,乌拉圭,卢卡斯-托雷拉,24,1996-02-11,167,-,后卫,乌拉圭,810,2022-06-30,-,1/0,-
1823,4,乌拉圭,洛戴罗,14,1989-03-21,169,69,中场,乌拉圭,425,2019-12-31,9/1,5/0,-
1824,4,乌拉圭,阿尔瓦罗.冈萨雷斯,20,1984-10-29,176,72,中场,乌拉圭,72,2018-12-31,13/0,6/0,-
1825,4,乌拉圭,阿尔法罗·里奥斯,,1982-01-01,168,71,中场,乌拉圭,72,2018-06-30,21/0,-,-
1826,4,乌拉圭,安德烈桑切斯,5,1984-12-02,170,65,中场,乌拉圭,213,2018-12-31,23/1,5/0,1
1827,4,乌拉圭,M.威希諾,15,1991-08-24,187,81,中场,乌拉圭,1105,2021-06-30,18/1,2/0,-
1828,4,乌拉圭,加斯顿·拉米雷斯,25,1990-12-02,183,78,中场,乌拉圭,540,2022-06-30,2/0,7/0,-
1829,4,乌拉圭,迭戈-拉克索尔特,17,1993-02-07,178,66,中场,乌拉圭,675,2018-06-30,2/0,2/0,-
1830,4,乌拉圭,G.德艾拉斯凯达,10,1994-06-01,174,67,中场,乌拉圭,675,2021-12-31,4/0,4/0,-
1831,4,乌拉圭,何塞.马丁.卡塞雷斯,22,1987-04-07,180,77,中场,乌拉圭,270,2018-06-30,10/2,-,-
1832,4,乌拉圭,纳尼坦兹,,1995-12-28,172,70,中场,乌拉圭,0,-,5/0,4/0,-
1833,4,乌拉圭,G·佩雷罗,,1995-06-11,188,-,中场,乌拉圭,638,2020-06-30,1/0,-,-
1834,4,乌拉圭,费德里科.瓦弗代,,1998-07-22,181,-,中场,乌拉圭,270,2018-06-30,4/1,-,-
1835,4,乌拉圭,埃迪森·卡瓦尼,21,1987-02-14,184,74,前锋,乌拉圭,3825,2020-06-30,27/14,-,-
1836,4,乌拉圭,斯图亚尼,11,1986-10-12,184,70,前锋,乌拉圭,315,2020-06-30,3/0,11/0,1
1837,4,乌拉圭,阿贝尔.赫尔南德斯,,1990-08-08,186,73,前锋,乌拉圭,680,2018-06-30,3/1,6/1,-
1838,4,乌拉圭,迭戈.罗兰,,1993-03-24,176,69,前锋,乌拉圭,720,2018-06-30,12/2,4/0,-
1839,4,乌拉圭,路易斯·阿尔贝托·苏亚雷斯,9,1987-01-24,182,81,前锋,乌拉圭,8100,2021-06-30,14/6,-,-
1840,4,乌拉圭,基斯甸洛迪古斯,7,1985-09-30,177,72,前锋,乌拉圭,90,2018-12-31,12/3,6/0,-
1841,4,乌拉圭,乌雷塔,,1990-03-19,174,63,前锋,乌拉圭,0,-,3/0,1/0,-
1842,2,沙特阿拉伯,贝尔特·范马尔维克,,1952-05-19,181,80,主教练,荷兰,0,-,-,-,-
1843,2,沙特阿拉伯,耶瑟尔,21,1984-02-27,184,78,守门员,沙特阿拉伯,8.5,-,5/0,-,-
1844,2,沙特阿拉伯,A. 卡伊谢尔,,1991-05-13,-,-,守门员,沙特阿拉伯,8.5,-,-,-,-
1845,2,沙特阿拉伯,卡賀尼迪,,1987-02-03,187,86,守门员,沙特阿拉伯,6.4,-,-,-,-
1846,2,沙特阿拉伯,瓦利德·阿卜杜拉,1,1986-04-19,-,-,守门员,沙特阿拉伯,0,-,1/0,-,-
1847,2,沙特阿拉伯,M.奧維斯,22,1991-10-10,-,-,守门员,沙特阿拉伯,0,-,2/0,-,-
1848,2,沙特阿拉伯,奥沙马,,1984-03-31,187,80,后卫,沙特阿拉伯,68,-,9/0,-,-
1849,2,沙特阿拉伯,阿卜杜拉.多萨里.祖里,,1987-08-13,-,-,后卫,沙特阿拉伯,85,-,-,-,-
1850,2,沙特阿拉伯,欧麦尔.霍萨维.奥斯曼,5,1985-09-27,-,-,后卫,沙特阿拉伯,8.5,-,10/1,-,-
1851,2,沙特阿拉伯,哈桑.穆阿斯,12,1986-01-27,170,68,后卫,沙特阿拉伯,59.5,-,4/0,1/0,-
1852,2,沙特阿拉伯,Y.艾塞雷尼,,1992-05-25,171,-,后卫,沙特阿拉伯,17,-,4/0,-,-
1853,2,沙特阿拉伯,艾格咸迪,,1988-06-07,-,-,后卫,沙特阿拉伯,4.3,-,-,-,-
1854,2,沙特阿拉伯,穆罕默德,,1987-05-03,-,-,后卫,沙特阿拉伯,4.3,-,-,-,-
1855,2,沙特阿拉伯,Y.哈姆扎,,1990-09-27,177,-,后卫,沙特阿拉伯,0,-,-,-,-
1856,2,沙特阿拉伯,A.艾斯维,9,1994-02-26,-,-,后卫,沙特阿拉伯,0,-,-,2/0,-
1857,2,沙特阿拉伯,M.哈萨维,3,1992-02-17,-,-,后卫,沙特阿拉伯,0,-,2/0,2/0,-
1858,2,沙特阿拉伯,M.法提拉,4,1992-01-04,-,-,后卫,沙特阿拉伯,0,-,1/0,1/0,-
1859,2,沙特阿拉伯,阿尔.鲁瓦利,,1986-08-28,-,-,后卫,沙特阿拉伯,0,-,-,1/0,-
1860,2,沙特阿拉伯,阿尔·奥贝德,13,1993-04-30,172,-,后卫,沙特阿拉伯,60.8,2019-06-30,-,-,-
1861,2,沙特阿拉伯,布赖克,,1992-09-15,-,-,后卫,沙特阿拉伯,0,-,1/0,1/0,-
1862,2,沙特阿拉伯,M.贾赫法里,70,1990-10-24,-,-,后卫,沙特阿拉伯,0,-,-,-,-
1863,2,沙特阿拉伯,艾哈菲治,,1992-12-25,188,75,后卫,沙特阿拉伯,0,-,-,-,-
1864,2,沙特阿拉伯,S. 赛义德,,1991-03-09,173,-,后卫,沙特阿拉伯,7,2017-06-30,-,-,-
1865,2,沙特阿拉伯,阿爾拉希布,,1979-09-26,-,-,后卫,沙特阿拉伯,0,-,1/0,-,-
1866,2,沙特阿拉伯,拉舒特,6,1989-11-12,-,-,后卫,沙特阿拉伯,0,-,-,2/0,-
1867,2,沙特阿拉伯,安德玛.苏拉,19,1994-05-15,165,-,后卫,沙特阿拉伯,27,2018-06-30,1/0,-,-
1868,2,沙特阿拉伯,萨尔曼.法尔吉,,1989-08-01,-,-,中场,沙特阿拉伯,8.5,-,8/0,-,-
1869,2,沙特阿拉伯,迪斯尔.贾希姆,,1984-07-25,-,-,中场,沙特阿拉伯,0,-,4/1,-,-
1870,2,沙特阿拉伯,A.阿都拉,11,1986-03-13,-,-,中场,沙特阿拉伯,8.5,-,5/0,-,-
1871,2,沙特阿拉伯,H.莫格哈維,,1988-03-24,-,-,中场,沙特阿拉伯,10.6,-,-,-,-
1872,2,沙特阿拉伯,A.艾贾布林恩,,1990-04-19,-,-,中场,沙特阿拉伯,0,-,-,1/0,-
1873,2,沙特阿拉伯,侯赛因.阿尔.摩格维,16,1988-03-24,-,-,中场,沙特阿拉伯,0,-,-,-,-
1874,2,沙特阿拉伯,奧泰耶夫,,1992-08-03,177,-,中场,沙特阿拉伯,0,-,1/0,1/0,-
1875,2,沙特阿拉伯,法拉杰,,,-,-,中场,沙特阿拉伯,0,-,-,-,-
1876,2,沙特阿拉伯,哈扎.哈扎,10,1990-02-01,-,-,中场,沙特阿拉伯,0,-,1/0,-,-
1877,2,沙特阿拉伯,阿布.拉德昂,23,1986-10-14,-,-,中场,沙特阿拉伯,0,-,1/0,1/0,-
1878,2,沙特阿拉伯,萨义德.穆瓦利德,7,1991-05-09,-,-,中场,沙特阿拉伯,0,-,1/0,1/0,-
1879,2,沙特阿拉伯,N.穆萨,14,1992-05-25,-,-,中场,沙特阿拉伯,0,-,1/0,1/0,-
1880,2,沙特阿拉伯,穆罕默德,18,1993-10-14,-,-,中场,沙特阿拉伯,0,-,1/0,-,-
1881,2,沙特阿拉伯,S.阿尔阿姆利,,1993-10-14,172,-,中场,沙特阿拉伯,0,-,-,-,-
1882,2,沙特阿拉伯,Nooh Al-Mousa,,1991-02-23,175,-,中场,沙特阿拉伯,9,2018-06-30,-,-,-
1883,2,沙特阿拉伯,哈萨齐,,1988-07-27,175,70,前锋,沙特阿拉伯,85,-,2/0,2/0,-
1884,2,沙特阿拉伯,默德,,1987-01-10,-,-,前锋,沙特阿拉伯,68,-,6/2,-,-
1885,2,沙特阿拉伯,穆瓦拉德,,1994-09-14,167,-,前锋,沙特阿拉伯,261,2018-06-30,-,6/2,-
1886,2,沙特阿拉伯,Y.艾瑟锐,8,1990-06-26,164,-,前锋,沙特阿拉伯,144,2018-06-30,10/2,1/0,-
1887,2,沙特阿拉伯,穆赫塔尔,,1987-10-15,178,65,前锋,沙特阿拉伯,46.8,2019-06-30,-,-,-
1888,2,沙特阿拉伯,穆瓦沙尔,24,1988-05-10,-,-,前锋,沙特阿拉伯,4.3,-,1/0,2/1,-
1889,2,沙特阿拉伯,雷迪亚,,1986-10-14,178,69,前锋,埃及,0,-,-,-,-
1890,2,沙特阿拉伯,艾森拉利,,1983-11-23,173,70,前锋,沙特阿拉伯,49.5,2019-06-30,1/0,4/1,-
1891,2,沙特阿拉伯,S.达萨里,,1991-08-19,171,-,前锋,沙特阿拉伯,85.5,2018-06-30,2/1,1/0,-
1892,2,沙特阿拉伯,法拉塔赫,,1987-10-15,-,-,前锋,沙特阿拉伯,0,-,-,-,-
1893,5,葡萄牙,费尔南多·桑托斯,,1954-10-10,-,-,主教练,葡萄牙,0,-,-,-,-
1894,5,葡萄牙,鲁伊.帕特里西奥,1,1988-02-15,190,84,守门员,葡萄牙,1440,2022-06-30,32/0,-,-
1895,5,葡萄牙,祖些沙,,1993-01-17,192,-,守门员,葡萄牙,113,2020-06-30,-,-,-
1896,5,葡萄牙,安东尼奥·贝托,22,1982-05-01,182,75,守门员,葡萄牙,90,2018-06-30,2/0,-,-
1897,5,葡萄牙,萨巴斯蒂亚诺·瓦雷拉,,1994-11-04,191,84,守门员,葡萄牙,225,2022-06-30,-,-,-
1898,5,葡萄牙,安东尼·洛佩斯,12,1990-10-01,184,81,守门员,葡萄牙,1260,2020-06-30,4/0,-,-
1899,5,葡萄牙,佩佩,3,1983-02-26,187,72,后卫,葡萄牙,270,2019-06-30,27/2,-,-
1900,5,葡萄牙,布鲁诺.阿尔维斯,,1981-11-27,189,83,后卫,葡萄牙,68,2019-06-30,16/1,-,-
1901,5,葡萄牙,埃利塞乌,,1983-10-01,176,76,后卫,葡萄牙,90,2018-06-30,17/0,5/0,-
1902,5,葡萄牙,塞德里克·苏亚雷斯,,1991-08-31,172,65,后卫,葡萄牙,1275,2020-06-30,19/1,3/0,-
1903,5,葡萄牙,何塞.冯特,6,1983-12-22,187,81,后卫,葡萄牙,450,2019-06-30,21/0,3/0,-
1904,5,葡萄牙,R.古尔瑞奥,,1993-12-22,170,67,后卫,葡萄牙,1800,2020-06-30,17/1,1/0,1
1905,5,葡萄牙,P.达尼洛佩雷拉,13,1991-09-09,188,81,后卫,葡萄牙,1800,2022-06-30,19/1,4/0,-
1906,5,葡萄牙,若奥·穆蒂尼奥,8,1986-09-08,170,61,后卫,葡萄牙,1105,2018-06-30,21/3,6/2,1
1907,5,葡萄牙,路易斯·内托,4,1988-05-26,185,64,后卫,葡萄牙,315,2018-06-30,6/0,2/0,-
1908,5,葡萄牙,尼尔森·塞梅多,2,1993-11-16,178,65,后卫,葡萄牙,1800,2022-06-30,4/0,2/0,-
1909,5,葡萄牙,法比奥.科恩特朗,,1988-03-11,179,72,后卫,葡萄牙,450,2018-06-30,4/0,-,-
1910,5,葡萄牙,里卡多.佩雷拉,21,1993-10-06,175,70,后卫,葡萄牙,810,2019-06-30,-,2/0,-
1911,5,葡萄牙,安图内斯,5,1987-04-01,175,70,后卫,葡萄牙,360,2018-06-30,2/1,2/0,-
1912,5,葡萄牙,凯文.罗德里格斯,,1994-03-05,170,60,后卫,葡萄牙,90,2020-06-30,1/0,-,-
1913,5,葡萄牙,威廉.卡华浩,,1992-04-07,187,78,中场,葡萄牙,2250,2020-06-30,19/2,5/0,-
1914,5,葡萄牙,费尔南德斯,25,1994-09-08,173,61,中场,葡萄牙,176,2018-06-30,1/0,1/0,-
1915,5,葡萄牙,安德烈.戈麦斯,15,1993-07-30,188,83,中场,葡萄牙,2250,2021-06-30,15/0,8/0,1
1916,5,葡萄牙,阿德里恩·席尔瓦,23,1989-03-15,175,75,中场,葡萄牙,2250,2020-06-30,11/0,5/0,-
1917,5,葡萄牙,里卡多·夸雷斯马,20,1983-09-26,175,69,中场,葡萄牙,270,2020-06-30,12/4,19/1,1
1918,5,葡萄牙,高臣马田斯,18,1995-05-11,173,-,中场,葡萄牙,1800,2022-06-30,6/0,8/0,-
1919,5,葡萄牙,若奥.马里奥,10,1998-04-19,169,67,中场,葡萄牙,0,2021-06-30,23/2,4/0,1
1920,5,葡萄牙,皮齐,,1989-10-06,177,66,中场,葡萄牙,1800,2022-06-30,1/0,4/1,-
1921,5,葡萄牙,高洛布鲁马,,1994-10-24,173,70,中场,葡萄牙,990,2022-06-30,1/0,1/0,-
1922,5,葡萄牙,若奥·坎塞洛,24,1994-05-27,182,66,中场,葡萄牙,1800,2018-06-30,1/0,-,-
1923,5,葡萄牙,曼努埃尔·费尔南德斯,16,1986-02-05,176,69,中场,葡萄牙,405,2019-06-30,2/1,-,-
1924,5,葡萄牙,里卡多·费雷拉,,1992-11-25,190,85,中场,葡萄牙,135,2019-06-30,1/0,-,-
1925,5,葡萄牙,E.伊埃,,1994-05-01,180,-,中场,葡萄牙,45,2022-06-30,-,1/0,-
1926,5,葡萄牙,鲁本.内维斯,,1997-03-13,180,71,中场,葡萄牙,850,2022-06-30,1/0,3/0,-
1927,5,葡萄牙,哥卡罗,19,1994-08-01,184,-,中场,葡萄牙,72,2019-06-30,-,1/0,-
1928,5,葡萄牙,克里斯蒂亚诺·罗纳尔多,,1985-02-05,185,75,前锋,葡萄牙,9000,2021-06-30,27/26,1/1,1
1929,5,葡萄牙,纳尼,,1986-11-17,177,66,前锋,葡萄牙,900,2018-06-30,22/7,5/2,1
